9,16,17,18,21,22,25,32,35,41,43,47,52,57,61,72,91,116,117,122,130,135,138,145,147,148,149,150,156,160,162,165,168,172,174,180,186,191,194,197,198,201,203,215,222,224,234,241,244,254,260,263,270,271,283,299
0,1,2,3,4,5,6,7,8,10,11,12,13,14,19,23,24,26,27,28,29,30,31,33,34,36,37,38,39,40,42,44,46,48,49,50,51,53,54,55,56,58,59,62,63,64,65,66,67,68,69,70,71,73,75,76,77,79,80,81,82,83,84,85,86,87,88,89,90,92,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,112,114,115,119,120,121,123,124,125,126,127,128,129,131,132,133,134,136,137,139,140,141,142,143,144,146,151,153,154,155,158,159,161,163,164,166,167,169,170,173,175,176,177,178,179,181,182,184,185,187,188,189,190,192,193,195,196,200,202,204,205,206,207,209,210,211,212,213,214,216,217,218,219,221,223,226,227,228,229,230,231,232,233,235,236,237,238,239,240,242,243,246,247,248,249,250,251,252,255,256,257,258,259,261,262,264,265,266,267,268,269,272,273,274,275,276,278,279,280,281,282,284,285,286,287,288,289,290,291,292,293,294,296,297,298
15,20,45,60,74,78,93,111,113,118,152,157,171,183,199,208,220,225,245,253,277,295
